Time, h	Frequency, MHz	Temperature, K
16.416666666666668	152.3999999999997	489.5938315444445
16.416666666666668	152.4999999999997	492.01689603633463
16.416666666666668	152.59999999999968	494.497123590914
16.416666666666668	152.69999999999968	495.7644189753464
16.416666666666668	152.79999999999967	495.4482219155585
16.416666666666668	152.89999999999966	493.45932732330164
16.416666666666668	152.99999999999966	490.5294961748222
16.416666666666668	153.09999999999965	487.91069488724753
16.416666666666668	153.19999999999965	486.19472584181455
16.416666666666668	153.29999999999964	485.3311431968657
16.416666666666668	153.39999999999964	484.48358670796614
16.416666666666668	153.49999999999963	482.6427409829433
16.416666666666668	153.59999999999962	479.51892105479243
16.416666666666668	153.69999999999962	475.56462296581634
16.416666666666668	153.7999999999996	471.54301521950663
16.416666666666668	153.8999999999996	468.09557789782946
16.416666666666668	153.9999999999996	465.7537139199022
16.416666666666668	154.0999999999996	461.7997603834961
16.416666666666668	154.1999999999996	459.513578896193
16.416666666666668	154.29999999999959	456.61070046018267
16.416666666666668	154.39999999999958	453.8969003326077
16.416666666666668	154.49999999999957	452.8810983899873
16.416666666666668	154.59999999999957	454.32019681920053
16.416666666666668	154.69999999999956	456.8554683587577
16.416666666666668	154.79999999999956	458.75896343748354
16.416666666666668	154.89999999999955	459.8177437303906
16.416666666666668	154.99999999999955	460.45486886305525
16.416666666666668	155.09999999999954	460.2291749291829
16.416666666666668	155.19999999999953	457.87054681124744
16.416666666666668	155.29999999999953	453.3272005139379
16.416666666666668	155.39999999999952	447.437508160017
16.416666666666668	155.49999999999952	439.7029652936328
16.416666666666668	155.5999999999995	430.3343855024741
16.416666666666668	155.6999999999995	422.18721683629644
16.416666666666668	155.7999999999995	416.16301090497467
16.416666666666668	155.8999999999995	410.77337411799004
16.416666666666668	155.9999999999995	405.07729833275124
16.416666666666668	156.09999999999948	399.62297389935515
16.416666666666668	156.19999999999948	395.3613744329431
16.416666666666668	156.29999999999947	392.7773770441907
16.416666666666668	156.39999999999947	391.69658517895226
16.416666666666668	156.49999999999946	391.92879513652656
16.416666666666668	156.59999999999945	391.639976069313
16.416666666666668	156.69999999999945	390.6611394450342
16.416666666666668	156.79999999999944	388.8152155144975
16.416666666666668	156.89999999999944	386.13004388053093
16.416666666666668	156.99999999999943	383.81877572424577
16.416666666666668	157.09999999999943	382.56396474267615
16.416666666666668	157.19999999999942	382.0447702401208
16.416666666666668	157.29999999999941	382.64462880469273
16.416666666666668	157.3999999999994	385.1057436505581
16.416666666666668	157.4999999999994	388.81057900429823
16.416666666666668	157.5999999999994	391.2795515173492
16.416666666666668	157.6999999999994	390.10343911034516
16.416666666666668	157.7999999999994	386.55145873254276
16.416666666666668	157.89999999999938	383.2131543409095
16.416666666666668	157.99999999999937	381.6205847891241
16.416666666666668	158.09999999999937	381.5181820978335
16.416666666666668	158.19999999999936	382.540139941088
16.416666666666668	158.29999999999936	384.6460304820724
16.416666666666668	158.39999999999935	387.2291827618266
16.416666666666668	158.49999999999935	389.68886353075
16.416666666666668	158.59999999999934	392.0417324080416
16.416666666666668	158.69999999999933	393.0079599433237
16.416666666666668	158.79999999999933	392.10926490838847
16.416666666666668	158.89999999999932	390.96581679779644
16.416666666666668	158.99999999999932	390.3079369053002
16.416666666666668	159.0999999999993	386.95290306568984
16.416666666666668	159.1999999999993	380.2514889039613
16.416666666666668	159.2999999999993	371.991366622711
16.416666666666668	159.3999999999993	364.99116527072954
16.416666666666668	159.4999999999993	360.8176798073668
16.416666666666668	159.59999999999928	359.3700157163531
16.416666666666668	159.69999999999928	359.2794116891757
16.416666666666668	159.79999999999927	360.1127184906136
16.416666666666668	159.89999999999927	361.64088122333965
16.416666666666668	159.99999999999926	362.1544379225793
16.416666666666668	160.09999999999926	361.01725111985724
16.416666666666668	160.19999999999925	360.87192374778874
16.416666666666668	160.29999999999924	363.9678994671038
16.416666666666668	160.39999999999924	367.2965645652036
16.416666666666668	160.49999999999923	368.57867116198764
16.416666666666668	160.59999999999923	368.3451581671972
16.416666666666668	160.69999999999922	367.1580516910254
16.416666666666668	160.79999999999922	366.4103061532609
16.416666666666668	160.8999999999992	366.2341221221566
16.416666666666668	160.9999999999992	365.511834885707
16.416666666666668	161.0999999999992	366.1492465345495
16.416666666666668	161.1999999999992	368.86452895428374
16.416666666666668	161.2999999999992	371.84911170727946
16.416666666666668	161.39999999999918	376.98823977151335
16.416666666666668	161.49999999999918	384.9462203999838
16.416666666666668	161.59999999999917	400.03592615084136
16.416666666666668	161.69999999999916	413.6038555932621
16.416666666666668	161.79999999999916	421.5280566630705
16.416666666666668	161.89999999999915	437.32676329146295
16.416666666666668	161.99999999999915	429.42252760389744
16.416666666666668	162.09999999999914	408.71892745013287
16.416666666666668	162.19999999999914	397.0545945102359
16.416666666666668	162.29999999999913	395.8972442477011
16.416666666666668	162.39999999999912	393.2881802332613
16.416666666666668	162.49999999999912	388.8738707517876
16.416666666666668	162.5999999999991	384.51075087077976
16.416666666666668	162.6999999999991	379.9830446056157
16.416666666666668	162.7999999999991	376.29888144464906
16.416666666666668	162.8999999999991	373.93017026657833
16.416666666666668	162.9999999999991	370.81322621796073
